0,visibilityPRM,7,0.5667729377746582,8
0,visibilityPRM,2,1.0669362545013428,8
0,visibilityPRM,3,1.8197579383850098,10
0,visibilityPRM,4,0.4924626350402832,8
0,visibilityPRM,2,1.002810001373291,10
0,visibilityPRM,2,1.4151928424835205,8
0,visibilityPRM,3,0.5738050937652588,10
0,visibilityPRM,8,1.1655304431915283,12
0,visibilityPRM,3,1.667578935623169,10
0,visibilityPRM_custom,1,0.04503917694091797,7
0,visibilityPRM_custom,1,0.08944416046142578,7
0,visibilityPRM_custom,0,0.08944416046142578,1
0,visibilityPRM_custom,1,0.06267261505126953,6
0,visibilityPRM_custom,1,0.11686444282531738,7
0,visibilityPRM_custom,0,0.1193246841430664,1
0,visibilityPRM,7,0.399738073348999,8
0,visibilityPRM,7,0.9165225028991699,8
0,visibilityPRM,2,1.248460292816162,6
0,visibilityPRM_custom,1,0.05968356132507324,4
0,visibilityPRM_custom,4,0.15825510025024414,11
0,visibilityPRM_custom,0,0.15825510025024414,1
0,visibilityPRM_custom,1,0.04916715621948242,7
0,visibilityPRM_custom,1,0.12839198112487793,4
0,visibilityPRM_custom,0,0.1293933391571045,1
0,basePRM,14,1.5069966316223145,401
0,basePRM,0,2.381373643875122,400
0,basePRM,27,3.278611660003662,401
0,lazyPRM,1,0.005191326141357422,48
0,lazyPRM,2,0.12474513053894043,320
0,lazyPRM,1,0.1277461051940918,47
0,visibilityPRM,3,0.7199089527130127,8
0,visibilityPRM,5,1.2224993705749512,8
0,visibilityPRM,5,1.7656960487365723,8
0,visibilityPRM_custom,1,0.04283452033996582,4
0,visibilityPRM_custom,1,0.11695528030395508,6
0,visibilityPRM_custom,0,0.11792349815368652,1
0,basePRM,7,0.7886829376220703,401
0,basePRM,11,1.5926992893218994,401
0,basePRM,30,2.676335573196411,401
0,lazyPRM,1,0.017348051071166992,46
0,lazyPRM,2,0.06158757209777832,22
0,lazyPRM,1,0.06409788131713867,48
0,visibilityPRM,2,0.7030606269836426,8
0,visibilityPRM,5,1.1803343296051025,8
0,visibilityPRM,7,2.1033005714416504,8
0,visibilityPRM_custom,1,0.043732404708862305,4
0,visibilityPRM_custom,5,0.13785195350646973,6
0,visibilityPRM_custom,0,0.13785195350646973,1
0,visibilityPRM_custom,1,0.05016946792602539,4
0,visibilityPRM_custom,1,0.12225651741027832,7
0,visibilityPRM_custom,0,0.12326598167419434,1
0,visibilityPRM_custom,1,0.049596548080444336,4
0,visibilityPRM_custom,4,0.1777498722076416,7
0,visibilityPRM_custom,0,0.17874932289123535,1
